#SHEETINFO | name=Kl4SP Akademia Pana Kleksa,
Zanim Adaś Niezgódka trafił do Akademii pana Kleksa był,"niezdarny, niepoukładany i marudny"
Jak miał na imię Pan Kleks?,Ambroży
W jakim wieku Adaś Niezgódka trafił do Akademii?,12 lat
Przy jakiej ulicy mieściła się Akademia pana Kleksa?,Czekoladowej
Ile pięter znajdowało się w budynku Akademii?,trzy
W jaki sposób pan Kleks dostawał się do pomieszczenia ze swoimi sekretami?,przez komin
Na którym piętrze Akademii mieszkał pan Kleks?,drugim
Kto mógł uczyć się w Akademii?,chłopcy o imieniu zaczynającym się na A
Mateusz był:,szpakiem
Kto dostarczał piegi panu Kleksowi?,golarz Filip
Po co pan Kleks wysłał Adasia do bajki pana Andersena?,po zapałki
Ile sióstr miał Mateusz?,cztery
Kogo Mateusz zastrzelił ze swojej broni?,króla wilków
Jaki prezent otrzymał Mateusz od doktora Paj-Chi-Wo?,magiczną czapkę
Jaką zdolność miała czapka podarowana przez doktora Paj-Chi-Wo?,"jej właściciel mógł zamienić się w dowolną istotę, o jakiej pomyśli"
Co się stało z rodzicami Mateusza?,zostali zamordowani przez wilki
"Ile lat miał Mateusz, gdy zamienił się w ptaka?",14
W jaki sposób pan Kleks poznał Mateusza?,kupił go na targu ptaków
Co się działo z panem Kleksem o północy?,zmniejszał się i tracił włosy
Dzięki czemu pan Kleks osiągał normalny wzrost?,pompce powiększającej
W jakich sytuacjach pan Kleks tracił pamięć?,podczas snu
Co zjadał na śniadanie pan Kleks?,szklane kulki i zielony płyn
Do czego potrzebny był panu Kleksowi zielony płyn?,przywracał mu pamięć
Gdzie pan Kleks mógł schować niewyobrażalnie dużą liczbę przedmiotów?,w kieszeniach kamizelki
Jaki zepsuty pojazd naprawił pan Kleks?,tramwaj
"W co zamienił swoje okulary Kleks, przystawiając do nich pompkę powiększającą?",w rower
Co wysyłał Kleks małymi balonikami?,swoje oko
Jakie ciało niebieskie odwiedziło oko pana Kleksa?,księżyc
Na drugie śniadanie pan Kleks jadał?,motyle
"Żeby stać się bardzo lekkim, pan Kleks:",nabierał powietrze do ust i wydymał policzki
O której następowała pobudka w Akademii pana Kleksa?,o piątej
Co mógł robić pan Kleks dzięki lusterkom sennym?,"Dzięki lusterkom sennym pan Kleks widział, co śni się jego podopiecznym"
Co z zebranych snów wytwarzał pan Kleks?,pastylki
O której godzinie rozpoczynały się lekcje w Akademii?,o siódmej
Na jakich zajęciach chłopcy uczyli się pracy z atramentem?,kleksografii
Kto pomógł znaleźć Kleksowi złotą wykałaczkę?,chore sprzęty
Do jakiej bajki wykopali chłopcy piłkę na lekcji geografii?,o Królewnie Śnieżce
Co stało się z Królewną Śnieżką i krasnoludkami?,stopili się i zamienili w strumyczek
"Sos, którym podczas obiadu polewał pieczeń pan Kleks, miał działanie:",wzmacniające dziąsła
Czy Adaś i pan Kleks jedli razem z chłopcami?,"nie, zjedli obiad wcześniej"
Kto nauczył pana Kleksa wytwarzać jadalne farby?,doktor Paj-Chi-Wo
Gdzie Adaś i Artur znaleźli żabę ze złotą koroną?,w żelaznej skrzyni w dziupli
Za znalezienie złotego gwizdka i kluczyka Adaś i Artur dostali:,duże piegi
"Dokąd dotarł Adaś, gdy wzbił się w powietrze ponad miasto?",do psiego raju
Co się stało z Reksem?,wpadł pod samochód
Z czego w psim raju zrobiony był pomnik Doktora Dolittle?,z czekolady
Jakie rośliny rosły w psim raju?,krzaki kiełbasiane
Dlaczego Adaś nie mógł wrócić do Akademii z psiego raju?,nie umiał kierować swoim lotem
Jak długo Adaś przebywał w psim raju?,12 dni
Inżynier Kopeć był kierownikiem fabryki,dziur i dziurek
Jakie owady zaatakowały Akademię?,rój much
Po jakim wydarzeniu pan Kleks stracił humor i chodził zamyślony?,po rozmowie z golarzem Filipem
"Kto prowadził zajęcia po tym, gdy pan Kleks stał się osowiały?",Mateusz
Dlaczego Adaś musiał zwrócić złoty kluczyk?,aby Królewna Żabka mogła poszukać pomocy dla ryb w stawie
Gdzie trafiły uratowane ze stawu ryby?,do bajki o rybaku i złotej rybce
"Co było lokomotywą, która miała zawieźć chłopców do Chin?",czajnik
Jak mieli na imię synowie Filipa golarza?,Alojzy i Anatol
Kim okazał się Alojzy?,lalką
Czy Alojzego udało się zamienić w człowieka?,tak
Które oko pan Kleks wysłał na księżyc?,prawe
Lunnowie to,mieszkańcy księżyca
Król mieszkańców księżyca nazywał się,Niesfor
Kto przepędził gości zebranych w Akademii podczas opowieści o księżycu?,Alojzy
Co znajdowało się na porcelanowych tabliczkach pana Kleksa?,wiedza przekazana mu przez doktora Paj-Chi-Wo
W co ostatecznie zamienił się pan Kleks?,w guzik
Kim okazał się Mateusz?,autorem historii o panu Kleksie
W jakim stroju na co dzień chodził Pan Kleks?,w surducie
Przy jakiej ulicy znajdowała się Akademia Pana Kleksa?,Czekoladowa
W jaki sposób pan Kleks dostawał się do pomieszczenia ze swoimi sekretami?,kominem
Ile lat ma Adaś Niezgódka?,dwanaście
Dlaczego Mateusz nie mógł powrócić do swojej ludzkiej postaci?,"w jego magicznej czapce brakowało guzika, który mu to umożliwiał"
O której godzinie wstawali chłopcy w Akademii?,o 5:00
Żeby zostać przyjętym do Akademii Pana Kleksa trzeba było:,mieć imię zaczynające się na literę A
"Alojzy, sztuczny chłopiec, nauczył się języka:",chińskiego
Kto dostarczał Panu Kleksowi świeże piegi?,golarz Filip
Kto jest autorem Akademii Pana Kleksa?,Jan Brzechwa
Jak nazywa się główny bohater książki?,Adaś Niezgódka
"Jak nazywa się szkoła, do której trafia Adaś?",Akademia Pana Kleksa
Kto jest dyrektorem Akademii?,Pan Kleks
Jak wygląda Pan Kleks?,"Ma długą brodę, nosi kolorowy surdut, jest tajemniczy i pełen energii"
Jakie przedmioty są nauczane w Akademii Pana Kleksa?,"Nietypowe, np. kleksografia, przędzenie liter, leczenie chorych sprzętów"
Co jedzą uczniowie w Akademii?,Kolorowe kulki o różnych smakach
Jakie zwierzę mieszka w Akademii i potrafi mówić?,Szpak Mateusz
Jaką tajemnicę kryje szpak Mateusz?,"Był kiedyś księciem, ale został zaczarowany"
Skąd Pan Kleks bierze swoje piegi?,Ze specjalnej buteleczki
Jak uczniowie dostają się do Akademii?,"Przez furtkę, do której klucz ma tylko Pan Kleks"
Jakie niezwykłe zdolności ma Pan Kleks?,"Potrafi latać, zmieniać rozmiar, ożywiać przedmioty"
Jaki przedmiot najbardziej lubił Adaś?,Kleksografia
Jak kończy się historia Akademii?,Akademia zostaje zniszczona przez Golarza Filipa
Kim jest Golarz Filip?,"Złoczyńcą, który chce zniszczyć Akademię"
Jak Adaś opuszcza Akademię?,Przechodzi przez furtkę i budzi się w swoim łóżku
Jakie były najważniejsze cechy Pana Kleksa?,"Był tajemniczy, mądry, radosny, pełen fantazji, miał niezwykłą wyobraźnię i chęć do nauczania w nietypowy sposób."
Jakie umiejętności miał Pan Kleks i jak wykorzystywał je w Akademii?,"Potrafił zmieniać rozmiar, latać, ożywiać przedmioty, tworzyć magiczne wynalazki i prowadzić niezwykłe lekcje. Wykorzystywał je do nauczania i zabawy."
Jakie postacie drugoplanowe odgrywają ważną rolę w książce?,"Szpak Mateusz, Golarz Filip, uczniowie Akademii, doktor Paj-Chi-Wo."
Czym wyróżniali się uczniowie Akademii?,"Byli chłopcami o imieniu zaczynającym się na „A”, mieli różne talenty i byli ciekawi świata."
W jaki sposób Adaś Niezgódka trafił do Akademii Pana Kleksa?,"Został przyjęty, ponieważ miał na imię na literę „A” i nie pasował do tradycyjnej szkoły."
Jak wyglądał typowy dzień w Akademii?,"Rano śniadanie z kolorowych kulek, potem nietypowe lekcje, zabawy i odkrywanie tajemnic Akademii."
Jaką rolę w książce odgrywał Mateusz - szpak Pana Kleksa?,"Był wiernym towarzyszem Pana Kleksa, potrafił mówić i skrywał tajemnicę - kiedyś był księciem."
Jakie tajemnice skrywała Akademia?,"M.in. sekrety nauczania Pana Kleksa, magiczne wynalazki, historia Mateusza oraz zagrożenie ze strony Golarza Filipa."
Jakie niezwykłe wynalazki i przedmioty znajdowały się w Akademii?,"Buteleczka z piegami, magiczne kulki, pompka do powiększania, maszyna do przędzenia liter."
Jakie nietypowe metody nauczania stosował Pan Kleks?,"Kleksografia, przędzenie liter, leczenie sprzętów, nauka przez zabawę i wyobraźnię."
Jakie magiczne elementy pojawiają się w książce?,"Pan Kleks i jego zdolności, zaczarowany szpak, niezwykłe wynalazki, tajemnicze krainy."
Czego uczy książka Akademia Pana Kleksa?,"Ważna jest wyobraźnia, kreatywność i nauka przez zabawę."
Jakie wartości są promowane w Akademii?,"Przyjaźń, ciekawość świata, rozwój talentów, radość z nauki."
Jakie są różnice między zwykłą szkołą a Akademią Pana Kleksa?,"Akademia jest pełna magii i kreatywności, nie ma sztywnych zasad, a nauka odbywa się w ciekawy sposób."